radiotype,radio,area,cellid,enbrnc,lcid,xarfcn,unit,band,fc,sigl,asu,signal,lat,lon,acc,speed,bearing,alt,rsrq,rssnr,ss,ta,timerange,Temperature,Dew Point,Humidity,Wind,WindSpeed,WindGust,Pressure,Precip,Condition
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615297,-94.5872531,13.9,0,93.1,255.8,-7,30,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615296,-94.587252,12.9,0,96.1,255.8,-7,30,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615295,-94.5872506,13.9,0,95.4,255.8,-9,23,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.06153,-94.5872505,14,0,29.2,255.8,-9,29.6,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615304,-94.5872503,14.2,0,28.4,255.8,-11,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615303,-94.5872487,13.2,0,91,255.8,-11,29,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.061542,-94.5872192,14,0.7,20.1,255.8,-15,28,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615901,-94.5871443,14,1.4,65.2,251.7,-11,28,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0616234,-94.5871327,13.9,0.2,354.7,251.7,-11,20,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0616375,-94.5871505,17.2,0.4,13.2,251.7,-12,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0616942,-94.5871877,31.2,1.3,350.5,251.7,-12,24.4,31,2,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0617335,-94.5872306,11.8,1.1,33.5,251.7,-12,30,31,2,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0617503,-94.5871945,12.9,0.8,330.4,251.7,-12,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0616611,-94.5872749,10.7,1.6,133.7,251.7,-8,25.4,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615063,-94.5872487,11.8,0.7,201.2,251.7,-12,28.6,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615108,-94.5872693,12.9,0.3,259,251.7,-12,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615125,-94.587283,11.8,0.2,266.4,251.7,-11,28.2,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615152,-94.5872843,10.7,0,13.9,255.5,-8,30,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615168,-94.5872826,11.8,0,33.6,255.5,-8,26.6,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615201,-94.5872796,12.1,0,34.6,255.5,-12,23.8,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.06152,-94.5872789,10.7,0,75.1,255.5,-9,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615209,-94.5872771,10.7,0,57.2,255.5,-7,23.6,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615218,-94.587277,10.7,0,9.6,255.5,-13,27.2,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615229,-94.5872753,10.7,0,55,255.5,-8,18.8,28,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615235,-94.5872741,10.7,0,55.5,255.5,-8,19,28,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615361,-94.5872503,10.7,2.6,84.6,255.5,-9,30,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0616608,-94.5872475,10.7,1.3,334.6,255.5,-8,26.6,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0616698,-94.5873272,10.7,1.2,248.4,255.5,-14,17.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0616458,-94.5873804,10.4,0.5,1.7,255.5,-14,22.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0616537,-94.5873651,11.8,1.1,287.9,255.5,-14,20.6,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061651,-94.5874044,11.8,1.2,50.1,255.5,-8,28,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0616675,-94.5873162,12.9,0.9,31.7,255.5,-8,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0616445,-94.5873661,9.6,1.4,286.3,255.5,-9,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615767,-94.5874671,10.4,1.2,206.9,255.5,-9,25,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615128,-94.5874879,10.7,0.4,345.9,230.2,-8,30,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615605,-94.5874617,10.7,0.3,22.4,255.5,-7,29.2,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061577,-94.5874294,10.7,0.6,59.6,255.5,-7,20.4,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615732,-94.5873927,10.7,0.2,95.9,255.5,-7,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615755,-94.5873877,11.8,0.1,69,255.5,-11,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615792,-94.5873865,12.9,0.1,29.9,255.5,-11,26.2,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615811,-94.5873738,13.6,0.1,81.3,255.5,-12,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615804,-94.5873662,13.9,0,96,255.5,-14,18.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615792,-94.5873572,13.2,0.1,105.4,251.7,-14,24.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615773,-94.5873497,42.1,0.1,106.8,251.7,-14,19.6,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615771,-94.5873473,14.5,0,103.1,251.7,-14,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615758,-94.5873448,14.3,0.1,120.7,251.7,-13,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615748,-94.5873412,15.4,0.1,109.6,251.7,-13,25,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615753,-94.5873399,16.1,0,80.8,255.5,-8,15.2,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615757,-94.5873402,15,0,24,255.5,-8,15.2,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615731,-94.5873343,11.8,0.1,124.1,255.5,-8,30,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615732,-94.5873336,15,0,93.2,255.5,-10,29.6,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615715,-94.5873283,13.9,0.1,111.7,255.5,-8,28.6,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615708,-94.5873252,13.6,0.1,108.5,255.5,-8,20,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615957,-94.587232,12.9,3,69.1,255.5,-9,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0616356,-94.5870768,11.8,2.2,81.4,251.7,-9,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0616183,-94.5869862,12.9,1.8,75.8,251.7,-10,20.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0616287,-94.5869634,11.8,0.8,68.8,251.7,-11,26.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061621,-94.5870298,10.4,0.7,101,251.7,-14,26.2,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615941,-94.5870423,10,0.2,119.1,251.7,-14,26.2,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615688,-94.5870706,11.8,0.4,217.2,251.7,-10,28.4,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615183,-94.5871727,11.1,0.9,125.9,251.7,-9,19.4,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0614809,-94.5871424,11.8,0.4,89.3,251.7,-9,28.8,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0614755,-94.5871351,12.9,0.4,11.4,255.5,-6,17.2,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614277,-94.5871397,12.9,1.4,163.6,255.5,-9,19.4,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0613713,-94.5871286,10.7,0.8,27,255.5,-14,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0614881,-94.5871081,15.4,0.7,222.4,255.5,-13,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614197,-94.5871545,19.3,0.8,216.5,255.5,-14,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614127,-94.5871939,15,1.6,72.9,255.5,-14,20.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614632,-94.5871071,13.9,0.5,94.7,255.5,-7,28.4,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615285,-94.5871599,16.1,0.5,358.5,251.7,-12,27.8,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615552,-94.5871853,13.9,0.6,253.6,251.7,-12,27.8,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615128,-94.5872777,12.9,0.8,225.5,251.7,-13,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615218,-94.5872517,10.7,0.3,56.4,251.7,-8,16.4,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615272,-94.5872418,10.7,0.2,56.1,251.7,-10,29,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615285,-94.5872372,10.7,0,67,251.7,-11,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615286,-94.587237,10.7,0,69.1,251.7,-11,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615291,-94.5872341,11.8,0,71.9,257.8,-10,20.8,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615289,-94.5872335,11.3,0,121.8,257.8,-12,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615288,-94.5872325,10.7,0,97.4,257.8,-13,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615289,-94.5872306,12.9,0,88.1,251.7,-13,26.4,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061529,-94.5872299,10.7,0,79.6,251.7,-9,28.6,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061529,-94.58723,11.8,0,63.8,251.7,-9,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615279,-94.5872289,13.6,0,131.3,251.7,-9,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615274,-94.5872269,12.9,0,110.4,251.7,-10,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615266,-94.587225,11.8,0,117.1,251.7,-10,30,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061526,-94.5872241,12.9,0,109.5,251.7,-13,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615271,-94.5872247,11.8,0,338.6,255.5,-8,27.6,28,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615273,-94.587224,12.9,0,61.2,255.5,-8,19.4,28,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.061527,-94.587223,12.9,0,106.7,255.5,-10,22.8,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615276,-94.5872231,26.8,0,355.9,255.5,-12,27,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615282,-94.587223,54.2,0,31.7,255.5,-12,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615278,-94.5872213,18.2,0,99,255.5,-7,28.4,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615276,-94.5872204,17.2,0,106,255.5,-7,29.2,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615277,-94.5872204,13.9,0,90.6,255.5,-12,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615275,-94.5872208,12.9,0,215.8,255.5,-9,26.8,30,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615266,-94.5872199,12.9,0,145.9,251.7,-8,21.4,28,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615268,-94.5872192,13.9,0,81.9,251.7,-8,21.8,29,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615265,-94.5872176,17.2,0,104,251.7,-14,30,31,-1,2 oct 2019 10 to 11 hrs,74 F,72 F,93 %,SE,9 mph,0 mph,28.82 in,0.0 in,Mostly Cloudy
